Team,TeamID,Conference,ConfID
ark pine bluff,14,SWAC,32
Ark Pine Bluff,14,SWAC,32
ark.-pine bluff,14,SWAC,32
Ark.-Pine Bluff,14,SWAC,32
arkansas,15,SEC,27
Arkansas,15,SEC,27
Arkansas,15,SEC,27
arkansas,15,SEC,27
Arkansas Pine Bluff,14,SWAC,32
arkansas pine bluff,14,SWAC,32
arkansas st,16,Sunbelt,31
Arkansas St,16,Sunbelt,31
arkansas st.,16,Sunbelt,31
Arkansas St.,16,Sunbelt,31
arkansas state,16,Sunbelt,31
Arkansas State,16,Sunbelt,31
arkansas-little rock,13,OVC,24
Arkansas-Little Rock,13,OVC,24
arkansas-little-rock,13,OVC,24
Arkansas-Little-Rock,13,OVC,24
arkansas-pine bluff,14,SWAC,32
Arkansas-Pine Bluff,14,SWAC,32
arkansas-pine-bluff,14,SWAC,32
Arkansas-Pine-Bluff,14,SWAC,32
arkansas-st,16,Sunbelt,31
Arkansas-St,16,Sunbelt,31
arkansas-state,16,Sunbelt,31
Arkansas-State,16,Sunbelt,31
ark-pine-bluff,14,SWAC,32
Ark-Pine-Bluff,14,SWAC,32
armstrong,17,NA,22
Armstrong,17,NA,22
armstrong st,17,NA,22
Armstrong St,17,NA,22
army,18,Patriot,26
Army,18,Patriot,26
army west point,18,Patriot,26
Army West Point,18,Patriot,26
army-west-point,18,Patriot,26
Army-West-Point,18,Patriot,26
auburn,19,SEC,27
Auburn,19,SEC,27
Auburn,19,SEC,27
auburn,19,SEC,27
augusta,20,NA,22
Augusta,20,NA,22
augusta state,20,NA,22
Augusta State,20,NA,22
austin peay,21,A-Sun,5
Austin Peay,21,A-Sun,5
Austin Peay,21,A-Sun,5
austin peay,21,A-Sun,5
austin-peay,21,A-Sun,5
Austin-Peay,21,A-Sun,5
bakersfield,66,Big West,11
Bakersfield,66,Big West,11
ball st,22,MAC,18
Ball St,22,MAC,18
ball st.,22,MAC,18
Ball St.,22,MAC,18
ball state,22,MAC,18
Ball State,22,MAC,18
ball-st,22,MAC,18
Ball-St,22,MAC,18
ball-state,22,MAC,18
Ball-State,22,MAC,18
baylor,23,Big 12,7
Baylor,23,Big 12,7
Baylor,23,Big 12,7
baylor,23,Big 12,7
bellarmine,367,A-Sun,5
Bellarmine,367,A-Sun,5
belmont,24,MVC,20
Belmont,24,MVC,20
Belmont,24,MVC,20
belmont,24,MVC,20
bethune-cookman,25,SWAC,32
Bethune-Cookman,25,SWAC,32
binghamton,26,Am. East,4
Binghamton,26,Am. East,4
Binghamton,26,Am. East,4
binghamton,26,Am. East,4
birmingham so,27,NA,22
Birmingham So,27,NA,22
birmingham southern,27,NA,22
Birmingham Southern,27,NA,22
birmingham-southern,27,NA,22
Birmingham-Southern,27,NA,22
boise st,28,MWC,21
Boise St,28,MWC,21
boise st.,28,MWC,21
Boise St.,28,MWC,21
Boise St.,28,MWC,21
boise st.,28,MWC,21
boise state,28,MWC,21
Boise State,28,MWC,21
boise-st,28,MWC,21
Boise-St,28,MWC,21
boise-state,28,MWC,21
Boise-State,28,MWC,21
boston,30,Patriot,26
Boston,30,Patriot,26
boston college,29,ACC,3
Boston College,29,ACC,3
Boston College,29,ACC,3
boston college,29,ACC,3
boston u,30,Patriot,26
Boston U,30,Patriot,26
boston u.,30,Patriot,26
Boston U.,30,Patriot,26
boston univ,30,Patriot,26
Boston Univ,30,Patriot,26
boston university,30,Patriot,26
Boston University,30,Patriot,26
Boston University,30,Patriot,26
boston university,30,Patriot,26
boston-college,29,ACC,3
Boston-College,29,ACC,3
boston-u,30,Patriot,26
Boston-U,30,Patriot,26
boston-university,30,Patriot,26
Boston-University,30,Patriot,26
bowling green,31,MAC,18
Bowling Green,31,MAC,18
bowling green state,31,MAC,18
Bowling Green State,31,MAC,18
bowling-green,31,MAC,18
Bowling-Green,31,MAC,18
bowling-green-state,31,MAC,18
Bowling-Green-State,31,MAC,18
bradley,32,MVC,20
Bradley,32,MVC,20
Bradley,32,MVC,20
bradley,32,MVC,20
brigham young,39,Big 12,7
Brigham Young,39,Big 12,7
brigham-young,39,Big 12,7
Brigham-Young,39,Big 12,7
brooklyn,33,NA,22
Brooklyn,33,NA,22
brown,34,Ivy,16
Brown,34,Ivy,16
bryant,35,Am. East,4
Bryant,35,Am. East,4
Bryant,35,Am. East,4
bryant,35,Am. East,4
bryant university,35,Am. East,4
Bryant University,35,Am. East,4
bucknell,36,Patriot,26
Bucknell,36,Patriot,26
Bucknell,36,Patriot,26
bucknell,36,Patriot,26
buffalo,37,MAC,18
Buffalo,37,MAC,18
Buffalo,37,MAC,18
buffalo,37,MAC,18
butler,38,Big East,8
Butler,38,Big East,8
Butler,38,Big East,8
butler,38,Big East,8
byu,39,Big 12,7
Byu,39,Big 12,7
BYU,39,Big 12,7
byu,39,Big 12,7
c michigan,40,MAC,18
C Michigan,40,MAC,18
cal baptist,364,WAC,33
Cal Baptist,364,WAC,33
cal poly,41,Big West,11
Cal Poly,41,Big West,11
Cal Poly,41,Big West,11
cal poly,41,Big West,11
cal poly slo,41,Big West,11
Cal Poly Slo,41,Big West,11
cal riverside,314,Big West,11
Cal Riverside,314,Big West,11
Cal St. Bakersfield,66,Big West,11
cal st. bakersfield,66,Big West,11
cal st. fullerton,67,Big West,11
Cal St. Fullerton,67,Big West,11
Cal St. Fullerton,67,Big West,11
cal st. fullerton,67,Big West,11
cal st. northridge,68,Big West,11
Cal St. Northridge,68,Big West,11
Cal St. Northridge,68,Big West,11
cal st. northridge,68,Big West,11
cal state bakersfield,66,Big West,11
Cal State Bakersfield,66,Big West,11
cal state fullerton,67,Big West,11
Cal State Fullerton,67,Big West,11
cal state northridge,68,Big West,11
Cal State Northridge,68,Big West,11
cal state-fullerton,67,Big West,11
Cal State-Fullerton,67,Big West,11
cal. state - bakersfield,66,Big West,11
Cal. State - Bakersfield,66,Big West,11
california,42,Pac 12,25
California,42,Pac 12,25
California,42,Pac 12,25
california,42,Pac 12,25
california baptist,364,WAC,33
California Baptist,364,WAC,33
california-davis,312,Big West,11
California-Davis,312,Big West,11
california-irvine,313,Big West,11
California-Irvine,313,Big West,11
california-riverside,314,Big West,11
California-Riverside,314,Big West,11
california-santa barbara,263,Big West,11
California-Santa Barbara,263,Big West,11
california-santa-barbara,263,Big West,11
California-Santa-Barbara,263,Big West,11
cal-poly,41,Big West,11
Cal-Poly,41,Big West,11
cal-state-bakersfield,66,Big West,11
Cal-State-Bakersfield,66,Big West,11
cal-state-fullerton,67,Big West,11
Cal-State-Fullerton,67,Big West,11
cal-state-northridge,68,Big West,11
Cal-State-Northridge,68,Big West,11
cal-st-fullerton,67,Big West,11
Cal-St-Fullerton,67,Big West,11
campbell,43,CAA,12
Campbell,43,CAA,12
canisius,44,MAAC,17
Canisius,44,MAAC,17
cent arkansas,45,A-Sun,5
Cent Arkansas,45,A-Sun,5
centenary,46,NA,22
Centenary,46,NA,22
centenary (la),46,NA,22
Centenary (La),46,NA,22
centenary-la,46,NA,22
Centenary-La,46,NA,22
central ark.,45,A-Sun,5
Central Ark.,45,A-Sun,5
central arkansas,45,A-Sun,5
Central Arkansas,45,A-Sun,5
central conn,47,NEC,23
Central Conn,47,NEC,23
central conn. st.,47,NEC,23
Central Conn. St.,47,NEC,23
central connecticut,47,NEC,23
Central Connecticut,47,NEC,23
Central Connecticut,47,NEC,23
central connecticut,47,NEC,23
central connecticut state,47,NEC,23
Central Connecticut State,47,NEC,23
central florida,315,Big 12,7
Central Florida,315,Big 12,7
central florida(ucf),315,Big 12,7
Central Florida(Ucf),315,Big 12,7
central mich.,40,MAC,18
Central Mich.,40,MAC,18
central michigan,40,MAC,18
Central Michigan,40,MAC,18
central-ark,45,A-Sun,5
Central-Ark,45,A-Sun,5
central-arkansas,45,A-Sun,5
Central-Arkansas,45,A-Sun,5
central-connecticut-state,47,NEC,23
Central-Connecticut-State,47,NEC,23
central-conn-st,47,NEC,23
Central-Conn-St,47,NEC,23
central-florida,315,Big 12,7
Central-Florida,315,Big 12,7
central-mich,40,MAC,18
Central-Mich,40,MAC,18
central-michigan,40,MAC,18
Central-Michigan,40,MAC,18
charleston,57,CAA,12
Charleston,57,CAA,12
charleston so,48,Big South,10
Charleston So,48,Big South,10
charleston so.,48,Big South,10
Charleston So.,48,Big South,10
charleston southern,48,Big South,10
Charleston Southern,48,Big South,10
charleston-so,48,Big South,10
Charleston-So,48,Big South,10
charleston-southern,48,Big South,10
Charleston-Southern,48,Big South,10
charlotte,49,AAC,2
Charlotte,49,AAC,2
chattanooga,50,Southern,28
Chattanooga,50,Southern,28
Chattanooga,50,Southern,28
chattanooga,50,Southern,28
chicago st,51,Independent,15
Chicago St,51,Independent,15
chicago st.,51,Independent,15
Chicago St.,51,Independent,15
chicago state,51,Independent,15
Chicago State,51,Independent,15
chicago-st,51,Independent,15
Chicago-St,51,Independent,15
chicago-state,51,Independent,15
Chicago-State,51,Independent,15
cincinnati,52,Big 12,7
Cincinnati,52,Big 12,7
Cincinnati,52,Big 12,7
cincinnati,52,Big 12,7
citadel,53,Southern,28
Citadel,53,Southern,28
clemson,54,ACC,3
Clemson,54,ACC,3
Clemson,54,ACC,3
clemson,54,ACC,3
cleveland st,55,Horizon,14
Cleveland St,55,Horizon,14
cleveland st.,55,Horizon,14
Cleveland St.,55,Horizon,14
Cleveland St.,55,Horizon,14
cleveland st.,55,Horizon,14
cleveland state,55,Horizon,14
Cleveland State,55,Horizon,14
cleveland-st,55,Horizon,14
Cleveland-St,55,Horizon,14
cleveland-state,55,Horizon,14
Cleveland-State,55,Horizon,14
coastal car,56,Sunbelt,31
Coastal Car,56,Sunbelt,31
coastal caro.,56,Sunbelt,31
Coastal Caro.,56,Sunbelt,31
coastal carolina,56,Sunbelt,31
Coastal Carolina,56,Sunbelt,31
Coastal Carolina,56,Sunbelt,31
coastal carolina,56,Sunbelt,31
coastal-caro,56,Sunbelt,31
Coastal-Caro,56,Sunbelt,31
coastal-carolina,56,Sunbelt,31
Coastal-Carolina,56,Sunbelt,31
col charleston,57,CAA,12
Col Charleston,57,CAA,12
col. of charleston,57,CAA,12
Col. Of Charleston,57,CAA,12
Col. of Charleston,57,CAA,12
colgate,58,Patriot,26
Colgate,58,Patriot,26
Colgate,58,Patriot,26
colgate,58,Patriot,26
college of charlesto,57,CAA,12
College Of Charlesto,57,CAA,12
college of charleston,57,CAA,12
College Of Charleston,57,CAA,12
College of Charleston,57,CAA,12
college of charleston,57,CAA,12
college-of-charleston,57,CAA,12
College-Of-Charleston,57,CAA,12
col-of-charleston,57,CAA,12
Col-Of-Charleston,57,CAA,12
colorado,59,Pac 12,25
Colorado,59,Pac 12,25
Colorado,59,Pac 12,25
colorado,59,Pac 12,25
colorado st,60,MWC,21
Colorado St,60,MWC,21
colorado st.,60,MWC,21
Colorado St.,60,MWC,21
Colorado St.,60,MWC,21
colorado st.,60,MWC,21
colorado state,60,MWC,21
Colorado State,60,MWC,21
colorado-st,60,MWC,21
Colorado-St,60,MWC,21
colorado-state,60,MWC,21
Colorado-State,60,MWC,21
columbia,61,Ivy,16
Columbia,61,Ivy,16
connecticut,62,Big East,8
Connecticut,62,Big East,8
Connecticut,62,Big East,8
connecticut,62,Big East,8
coppin st,63,MEAC,19
Coppin St,63,MEAC,19
coppin st.,63,MEAC,19
Coppin St.,63,MEAC,19
Coppin St.,63,MEAC,19
coppin st.,63,MEAC,19
coppin state,63,MEAC,19
Coppin State,63,MEAC,19
coppin-st,63,MEAC,19
Coppin-St,63,MEAC,19
coppin-state,63,MEAC,19
Coppin-State,63,MEAC,19
cornell,64,Ivy,16
Cornell,64,Ivy,16
Cornell,64,Ivy,16
cornell,64,Ivy,16
creighton,65,Big East,8
Creighton,65,Big East,8
Creighton,65,Big East,8
creighton,65,Big East,8
cs bakersfield,66,Big West,11
Cs Bakersfield,66,Big West,11
cs fullerton,67,Big West,11
Cs Fullerton,67,Big West,11
cs northridge,68,Big West,11
Cs Northridge,68,Big West,11
cs sacramento,69,Big Sky,9
Cs Sacramento,69,Big Sky,9
csu bakersfield,66,Big West,11
CSU Bakersfield,66,Big West,11
Csu Bakersfield,66,Big West,11
csu northridge,68,Big West,11
Csu Northridge,68,Big West,11
csu-bakersfield,66,Big West,11
Csu-Bakersfield,66,Big West,11
csun,68,Big West,11
Csun,68,Big West,11
dartmouth,70,Ivy,16
Dartmouth,70,Ivy,16
davidson,71,A-10,1
Davidson,71,A-10,1
Davidson,71,A-10,1
davidson,71,A-10,1
dayton,72,A-10,1
Dayton,72,A-10,1
Dayton,72,A-10,1
dayton,72,A-10,1
delaware,73,CAA,12
Delaware,73,CAA,12
Delaware,73,CAA,12
delaware,73,CAA,12
delaware st,74,MEAC,19
Delaware St,74,MEAC,19
delaware st.,74,MEAC,19
Delaware St.,74,MEAC,19
delaware state,74,MEAC,19
Delaware State,74,MEAC,19
delaware-st,74,MEAC,19
Delaware-St,74,MEAC,19
delaware-state,74,MEAC,19
Delaware-State,74,MEAC,19
denver,75,Summit,30
Denver,75,Summit,30
depaul,76,Big East,8
Depaul,76,Big East,8
detroit,77,Horizon,14
Detroit,77,Horizon,14
Detroit,77,Horizon,14
detroit,77,Horizon,14
detroit mercy,77,Horizon,14
Detroit Mercy,77,Horizon,14
detroit-mercy,77,Horizon,14
Detroit-Mercy,77,Horizon,14
dixie st,368,WAC,33
Dixie St,368,WAC,33
dixie state,368,WAC,33
Dixie State,368,WAC,33
drake,78,MVC,20
Drake,78,MVC,20
Drake,78,MVC,20
drake,78,MVC,20
drexel,79,CAA,12
Drexel,79,CAA,12
Drexel,79,CAA,12
drexel,79,CAA,12
duke,80,ACC,3
Duke,80,ACC,3
Duke,80,ACC,3
duke,80,ACC,3
duquesne,81,A-10,1
Duquesne,81,A-10,1
e illinois,82,OVC,24
E Illinois,82,OVC,24
e kentucky,83,A-Sun,5
E Kentucky,83,A-Sun,5
e michigan,84,MAC,18
E Michigan,84,MAC,18
e washington,85,Big Sky,9
E Washington,85,Big Sky,9
east carolina,86,AAC,2
East Carolina,86,AAC,2
east tenn. st.,89,Southern,28
East Tenn. St.,89,Southern,28
east tennessee st.,89,Southern,28
East Tennessee St.,89,Southern,28
East Tennessee St.,89,Southern,28
east tennessee st.,89,Southern,28
east tennessee state,89,Southern,28
East Tennessee State,89,Southern,28
east-carolina,86,AAC,2
East-Carolina,86,AAC,2
eastern ill.,82,OVC,24
Eastern Ill.,82,OVC,24
eastern illinois,82,OVC,24
Eastern Illinois,82,OVC,24
eastern kentucky,83,A-Sun,5
Eastern Kentucky,83,A-Sun,5
Eastern Kentucky,83,A-Sun,5
eastern kentucky,83,A-Sun,5
eastern ky.,83,A-Sun,5
Eastern Ky.,83,A-Sun,5
eastern mich.,84,MAC,18
Eastern Mich.,84,MAC,18
eastern michigan,84,MAC,18
Eastern Michigan,84,MAC,18
eastern wash.,85,Big Sky,9
Eastern Wash.,85,Big Sky,9
eastern washington,85,Big Sky,9
Eastern Washington,85,Big Sky,9
Eastern Washington,85,Big Sky,9
eastern washington,85,Big Sky,9
eastern-ill,82,OVC,24
Eastern-Ill,82,OVC,24
eastern-illinois,82,OVC,24
Eastern-Illinois,82,OVC,24
eastern-kentucky,83,A-Sun,5
Eastern-Kentucky,83,A-Sun,5
eastern-ky,83,A-Sun,5
Eastern-Ky,83,A-Sun,5
eastern-mich,84,MAC,18
Eastern-Mich,84,MAC,18
eastern-michigan,84,MAC,18
Eastern-Michigan,84,MAC,18
eastern-wash,85,Big Sky,9
Eastern-Wash,85,Big Sky,9
eastern-washington,85,Big Sky,9
Eastern-Washington,85,Big Sky,9
east-tennessee-state,89,Southern,28
East-Tennessee-State,89,Southern,28
edwardsville,87,OVC,24
Edwardsville,87,OVC,24
elon,88,CAA,12
Elon,88,CAA,12
elon university,88,CAA,12
Elon University,88,CAA,12
estern carolina,340,Southern,28
Estern Carolina,340,Southern,28
etsu,89,Southern,28
Etsu,89,Southern,28
evansville,90,MVC,20
Evansville,90,MVC,20
f dickinson,91,NEC,23
F Dickinson,91,NEC,23
fairfield,92,MAAC,17
Fairfield,92,MAAC,17
fairleigh dickinson,91,NEC,23
Fairleigh Dickinson,91,NEC,23
Fairleigh Dickinson,91,NEC,23
fairleigh dickinson,91,NEC,23
fairleigh-dickinson,91,NEC,23
Fairleigh-Dickinson,91,NEC,23
fdu,91,NEC,23
Fdu,91,NEC,23
fgcu,94,A-Sun,5
Fgcu,94,A-Sun,5
fiu,97,C-USA,13
Fiu,97,C-USA,13
fl atlantic,93,AAC,2
Fl Atlantic,93,AAC,2
fl gulf coast,94,A-Sun,5
Fl Gulf Coast,94,A-Sun,5
fla. atlantic,93,AAC,2
Fla. Atlantic,93,AAC,2
fla-atlantic,93,AAC,2
Fla-Atlantic,93,AAC,2
florida,95,SEC,27
Florida,95,SEC,27
Florida,95,SEC,27
florida,95,SEC,27
florida a&m,96,SWAC,32
Florida A&M,96,SWAC,32
florida atlantic,93,AAC,2
florida atlantic,93,AAC,2
Florida Atlantic,93,AAC,2
Florida Atlantic,93,AAC,2
florida atlantic,93,AAC,2
florida gulf coast,94,A-Sun,5
Florida Gulf Coast,94,A-Sun,5
Florida Gulf Coast,94,A-Sun,5
florida gulf coast,94,A-Sun,5
florida internationa,97,C-USA,13
Florida Internationa,97,C-USA,13
florida international,97,C-USA,13
Florida International,97,C-USA,13
florida intl,97,C-USA,13
Florida Intl,97,C-USA,13
florida st,98,ACC,3
Florida St,98,ACC,3
florida st.,98,ACC,3
Florida St.,98,ACC,3
Florida St.,98,ACC,3
florida st.,98,ACC,3
florida state,98,ACC,3
Florida State,98,ACC,3
florida-am,96,SWAC,32
Florida-Am,96,SWAC,32
florida-atlantic,93,AAC,2
Florida-Atlantic,93,AAC,2
florida-gulf-coast,94,A-Sun,5
Florida-Gulf-Coast,94,A-Sun,5
florida-international,97,C-USA,13
Florida-International,97,C-USA,13
florida-st,98,ACC,3
Florida-St,98,ACC,3
florida-state,98,ACC,3
Florida-State,98,ACC,3
fordham,99,A-10,1
Fordham,99,A-10,1
fort wayne,135,Horizon,14
Fort Wayne,135,Horizon,14
fort wayne(ipfw),135,Horizon,14
Fort Wayne(Ipfw),135,Horizon,14
fort-wayne,135,Horizon,14
Fort-Wayne,135,Horizon,14
fresno st,100,MWC,21
Fresno St,100,MWC,21
fresno st.,100,MWC,21
Fresno St.,100,MWC,21
Fresno St.,100,MWC,21
fresno st.,100,MWC,21
fresno state,100,MWC,21
Fresno State,100,MWC,21
fresno-st,100,MWC,21
Fresno-St,100,MWC,21
fresno-state,100,MWC,21
Fresno-State,100,MWC,21
furman,101,Southern,28
Furman,101,Southern,28
Furman,101,Southern,28
furman,101,Southern,28
g washington,102,A-10,1
G Washington,102,A-10,1
ga southern,103,Sunbelt,31
Ga Southern,103,Sunbelt,31
ga. southern,103,Sunbelt,31
Ga. Southern,103,Sunbelt,31
gardner webb,104,Big South,10
Gardner Webb,104,Big South,10
Gardner Webb,104,Big South,10
gardner webb,104,Big South,10
gardner-webb,104,Big South,10
Gardner-Webb,104,Big South,10
ga-southern,103,Sunbelt,31
Ga-Southern,103,Sunbelt,31
george mason,105,A-10,1
George Mason,105,A-10,1
George Mason,105,A-10,1
george mason,105,A-10,1
george washington,102,A-10,1
George Washington,102,A-10,1
George Washington,102,A-10,1
george washington,102,A-10,1
george-mason,105,A-10,1
George-Mason,105,A-10,1
georgetown,106,Big East,8
Georgetown,106,Big East,8
Georgetown,106,Big East,8
georgetown,106,Big East,8
george-washington,102,A-10,1
George-Washington,102,A-10,1
georgia,107,SEC,27
Georgia,107,SEC,27
Georgia,107,SEC,27
georgia,107,SEC,27
georgia southern,103,Sunbelt,31
Georgia Southern,103,Sunbelt,31
georgia st,108,Sunbelt,31
Georgia St,108,Sunbelt,31
georgia st.,108,Sunbelt,31
Georgia St.,108,Sunbelt,31
Georgia St.,108,Sunbelt,31
georgia st.,108,Sunbelt,31
georgia state,108,Sunbelt,31
Georgia State,108,Sunbelt,31
georgia tech,109,ACC,3
Georgia Tech,109,ACC,3
Georgia Tech,109,ACC,3
georgia tech,109,ACC,3
georgia-southern,103,Sunbelt,31
Georgia-Southern,103,Sunbelt,31
georgia-st,108,Sunbelt,31
Georgia-St,108,Sunbelt,31
georgia-state,108,Sunbelt,31
Georgia-State,108,Sunbelt,31
georgia-tech,109,ACC,3
Georgia-Tech,109,ACC,3
gonzaga,110,WCC,34
Gonzaga,110,WCC,34
Gonzaga,110,WCC,34
gonzaga,110,WCC,34
grambling,111,SWAC,32
Grambling,111,SWAC,32
grambling st.,111,SWAC,32
Grambling St.,111,SWAC,32
grambling state,111,SWAC,32
Grambling State,111,SWAC,32
grambling-state,111,SWAC,32
Grambling-State,111,SWAC,32
grand canyon,112,WAC,33
Grand Canyon,112,WAC,33
Grand Canyon,112,WAC,33
grand canyon,112,WAC,33
grand-canyon,112,WAC,33
Grand-Canyon,112,WAC,33
green bay,352,Horizon,14
Green Bay,352,Horizon,14
Green Bay,352,Horizon,14
green bay,352,Horizon,14
green-bay,352,Horizon,14
Green-Bay,352,Horizon,14
hampton,113,CAA,12
Hampton,113,CAA,12
Hampton,113,CAA,12
hampton,113,CAA,12
hardin-simmons,114,NA,22
Hardin-Simmons,114,NA,22
hartford,115,NA,22
Hartford,115,NA,22
Hartford,115,NA,22
hartford,115,NA,22
harvard,116,Ivy,16
Harvard,116,Ivy,16
Harvard,116,Ivy,16
harvard,116,Ivy,16
hawaii,117,Big West,11
Hawaii,117,Big West,11
Hawaii,117,Big West,11
hawaii,117,Big West,11
hawai'i,117,Big West,11
Hawai'I,117,Big West,11
high point,118,Big South,10
High Point,118,Big South,10
High Point,118,Big South,10
high point,118,Big South,10
high-point,118,Big South,10
High-Point,118,Big South,10
hofstra,119,CAA,12
Hofstra,119,CAA,12
holy cross,120,Patriot,26
Holy Cross,120,Patriot,26
Holy Cross,120,Patriot,26
holy cross,120,Patriot,26
holy-cross,120,Patriot,26
Holy-Cross,120,Patriot,26
houston,121,Big 12,7
Houston,121,Big 12,7
Houston,121,Big 12,7
houston,121,Big 12,7
houston bap,122,Southland,29
Houston Bap,122,Southland,29
houston baptist,122,Southland,29
Houston Baptist,122,Southland,29
houston chr,122,Southland,29
Houston Chr,122,Southland,29
houston christian,122,Southland,29
Houston Christian,122,Southland,29
houston-baptist,122,Southland,29
Houston-Baptist,122,Southland,29
howard,123,MEAC,19
Howard,123,MEAC,19
Howard,123,MEAC,19
howard,123,MEAC,19
idaho,124,Big Sky,9
Idaho,124,Big Sky,9
idaho st,125,Big Sky,9
Idaho St,125,Big Sky,9
idaho st.,125,Big Sky,9
Idaho St.,125,Big Sky,9
idaho state,125,Big Sky,9
Idaho State,125,Big Sky,9
idaho-st,125,Big Sky,9
Idaho-St,125,Big Sky,9
idaho-state,125,Big Sky,9
Idaho-State,125,Big Sky,9
il chicago,126,MVC,20
Il Chicago,126,MVC,20
ill.-chicago,126,MVC,20
Ill.-Chicago,126,MVC,20
ill-chicago,126,MVC,20
Ill-Chicago,126,MVC,20
illinois,127,Big 10,6
Illinois,127,Big 10,6
Illinois,127,Big 10,6
illinois,127,Big 10,6
illinois st,128,MVC,20
Illinois St,128,MVC,20
illinois st.,128,MVC,20
Illinois St.,128,MVC,20
illinois state,128,MVC,20
Illinois State,128,MVC,20
illinois-chicago,126,MVC,20
Illinois-Chicago,126,MVC,20
illinois-st,128,MVC,20
Illinois-St,128,MVC,20
illinois-state,128,MVC,20
Illinois-State,128,MVC,20
UIW,129,NA,22
incarnate word,129,NA,22
Incarnate Word,129,NA,22
incarnate-word,129,NA,22
Incarnate-Word,129,NA,22
indiana,130,Big 10,6
Indiana,130,Big 10,6
Indiana,130,Big 10,6
indiana,130,Big 10,6
indiana - purdue,136,Horizon,14
Indiana - Purdue,136,Horizon,14
indiana st,131,MVC,20
Indiana St,131,MVC,20
indiana st.,131,MVC,20
Indiana St.,131,MVC,20
Indiana St.,131,MVC,20
indiana st.,131,MVC,20
indiana state,131,MVC,20
Indiana State,131,MVC,20
indiana-st,131,MVC,20
Indiana-St,131,MVC,20
indiana-state,131,MVC,20
Indiana-State,131,MVC,20
iona,132,MAAC,17
Iona,132,MAAC,17
Iona,132,MAAC,17
iona,132,MAAC,17
iowa,133,Big 10,6
Iowa,133,Big 10,6
Iowa,133,Big 10,6
iowa,133,Big 10,6
iowa st,134,Big 12,7
Iowa St,134,Big 12,7
iowa st.,134,Big 12,7
Iowa St.,134,Big 12,7
